model_id,downloads,likes,pipeline_tag,task_name,library_name,frameworks,license,arxiv,param_count,size_category,created_at,last_modified
timm/convnext_base.fb_in22k_ft_in1k,182312,3,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,88591464,<100M,2022-12-13T07:07:23.000Z,2025-01-21T21:14:07.000Z
google/vit-base-patch16-384,169608,50,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",apache-2.0,2010.11929,86859496,<100M,2022-03-02T23:29:05.000Z,2023-09-11T20:46:00.000Z
optimum-intel-internal-testing/tiny-random-vit,166466,0,image-classification,Image Classification,transformers,"onnx, pytorch, safetensors, transformers",,1910.09700,41755,<100M,2025-10-21T10:07:49.000Z,2025-10-21T10:07:51.000Z
timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k,164452,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",mit,2103.14030,90806624,<100M,2023-03-18T04:06:24.000Z,2025-01-21T21:17:49.000Z
timm/swin_tiny_patch4_window7_224.ms_in1k,163322,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",mit,2103.14030,28538058,<100M,2023-03-18T04:14:56.000Z,2025-01-21T21:18:13.000Z
timm/densenet121.ra_in1k,158362,2,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2110.00476,8062504,<100M,2023-04-21T22:51:48.000Z,2025-01-21T18:04:42.000Z
ISxOdin/vit-base-oxford-iiit-pets,157382,1,image-classification,Image Classification,transformers,"safetensors, transformers",apache-2.0,,85827109,<100M,2025-04-01T15:21:11.000Z,2025-04-11T14:11:40.000Z
timm/tf_efficientnetv2_s.in21k,150047,6,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2104.00298,48312243,<100M,2022-12-13T00:18:57.000Z,2025-01-21T18:20:43.000Z
timm/resnet50.fb_swsl_ig1b_ft_in1k,148586,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",cc-by-nc-4.0,1905.00546,25610152,<100M,2023-04-05T18:12:55.000Z,2025-01-21T21:40:29.000Z
timm/convnext_tiny.fb_in22k_ft_in1k,146048,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,28589128,<100M,2022-12-13T07:15:09.000Z,2025-01-21T21:14:53.000Z
Marqo/nsfw-image-detection-384,143633,56,image-classification,Image Classification,timm,"safetensors, timm",apache-2.0,,5597762,<100M,2024-11-20T23:38:53.000Z,2024-11-27T23:13:33.000Z
timm/regnety_032.ra_in1k,142002,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2003.13678,19502498,<100M,2023-03-21T06:38:10.000Z,2025-01-21T21:21:22.000Z
timm/convnext_base.clip_laion2b_augreg_ft_in12k_in1k,139545,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2210.08402,88591464,<100M,2023-03-31T21:57:06.000Z,2025-01-21T21:37:45.000Z
timm/mobilenetv3_large_100.ra_in1k,138567,39,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2110.00476,5507432,<100M,2022-12-16T05:38:07.000Z,2025-01-20T16:15:06.000Z
rizvandwiki/gender-classification-2,133971,39,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",,,85800194,<100M,2022-12-12T03:13:20.000Z,2023-05-18T11:17:43.000Z
Organika/sdxl-detector,130541,57,image-classification,Image Classification,transformers,"onnx, safetensors, transformers",cc-by-nc-3.0,,86802898,<100M,2023-12-31T04:54:35.000Z,2024-09-06T12:17:24.000Z
timm/deit_tiny_patch16_224.fb_in1k,129738,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2012.12877,5717416,<100M,2023-03-28T01:34:13.000Z,2025-01-21T21:36:46.000Z
timm/vit_base_patch16_224.augreg_in21k_ft_in1k,127440,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2106.10270,86567656,<100M,2022-12-22T07:25:53.000Z,2025-01-21T19:14:38.000Z
timm/deit_small_patch16_224.fb_in1k,124845,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2012.12877,22050664,<100M,2023-03-28T01:33:38.000Z,2025-01-21T21:36:40.000Z
timm/beitv2_base_patch16_224.in1k_ft_in22k,119797,1,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2208.06366,103023421,100M-1B,2022-12-23T02:33:15.000Z,2025-01-21T19:17:37.000Z
timm/tf_mobilenetv3_large_minimal_100.in1k,119343,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,1905.02244,3948688,<100M,2022-12-16T05:39:06.000Z,2025-01-21T18:21:25.000Z
timm/convnext_small.fb_in22k_ft_in1k_384,112842,1,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,50223688,<100M,2022-12-13T07:14:11.000Z,2025-01-21T21:14:46.000Z
timm/convnext_small.in12k_ft_in1k,108574,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,50223688,<100M,2023-01-11T22:35:59.000Z,2025-01-21T21:16:28.000Z
prithivMLmods/siglip2-x256-explicit-content,105035,16,image-classification,Image Classification,transformers,"safetensors, transformers",apache-2.0,2502.14786,92934149,<100M,2025-04-29T10:38:24.000Z,2025-04-30T08:34:30.000Z
timm/tf_efficientnet_b0.ns_jft_in1k,104334,3,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,1905.11946,5330564,<100M,2022-12-13T00:01:33.000Z,2025-01-21T18:18:16.000Z
timm/resnet50d.ra2_in1k,101552,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2110.00476,25629512,<100M,2023-04-05T18:18:03.000Z,2025-01-21T21:41:09.000Z
timm/densenet201.tv_in1k,101059,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,1608.06993,20242984,<100M,2023-04-21T22:54:45.000Z,2025-01-21T18:04:48.000Z
timm/convnextv2_tiny.fcmae_ft_in22k_in1k,100950,2,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",cc-by-nc-4.0,2301.00808,28635496,<100M,2023-01-05T01:56:47.000Z,2025-01-21T21:16:17.000Z
facebook/convnextv2-tiny-22k-224,99971,4,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",apache-2.0,2301.00808,28635496,<100M,2023-02-19T07:33:39.000Z,2025-02-17T18:43:28.000Z
timm/mobilenetv2_100.ra_in1k,98899,4,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2110.00476,3538984,<100M,2022-12-13T00:00:26.000Z,2025-01-21T18:17:54.000Z
timm/convnext_base.fb_in22k_ft_in1k_384,88582,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,88591464,<100M,2022-12-13T07:07:47.000Z,2025-01-21T21:14:10.000Z
timm/resnet18.fb_swsl_ig1b_ft_in1k,88109,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",cc-by-nc-4.0,1905.00546,11699112,<100M,2023-04-05T18:03:39.000Z,2025-01-21T21:39:03.000Z
microsoft/swin-base-patch4-window12-384-in22k,85451,3,image-classification,Image Classification,transformers,"pytorch, transformers",apache-2.0,2103.14030,,Unknown,2022-03-02T23:29:05.000Z,2022-05-16T18:01:06.000Z
nvidia/mit-b0,85136,40,image-classification,Image Classification,transformers,"pytorch, transformers",other,2105.15203,,Unknown,2022-03-02T23:29:05.000Z,2023-11-15T07:49:03.000Z
dima806/man_woman_face_image_detection,82868,13,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",apache-2.0,,85800194,<100M,2023-10-03T20:28:32.000Z,2024-10-27T17:33:08.000Z
nateraw/vit-age-classifier,82089,148,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",,,85805577,<100M,2022-03-02T23:29:05.000Z,2024-07-28T23:24:56.000Z
dima806/smoker_image_classification,77368,4,image-classification,Image Classification,transformers,"safetensors, transformers",apache-2.0,,85800194,<100M,2023-11-21T08:28:02.000Z,2024-10-19T10:40:48.000Z
timm/inception_resnet_v2.tf_in1k,76133,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,1602.07261,55904008,<100M,2023-04-25T21:33:47.000Z,2025-01-21T19:18:00.000Z
timm/resnet18.a3_in1k,76098,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2110.00476,11699112,<100M,2023-04-05T18:03:10.000Z,2025-01-21T21:38:56.000Z
timm/convnext_small.fb_in22k_ft_in1k,74118,3,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,50223688,<100M,2022-12-13T07:13:48.000Z,2025-01-21T21:14:44.000Z
peft-internal-testing/tiny-random-ResNetForImageClassification,73604,0,image-classification,Image Classification,transformers,"safetensors, transformers",,1910.09700,17406,<100M,2025-11-17T12:22:14.000Z,2025-11-17T13:45:05.000Z
timm/efficientnet_b4.ra2_in1k,71108,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2110.00476,19466816,<100M,2022-12-12T23:56:57.000Z,2025-01-21T18:17:06.000Z
timm/deit_base_patch16_224.fb_in1k,70751,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2012.12877,86567656,<100M,2023-03-28T01:30:45.000Z,2025-01-21T21:36:30.000Z
timm/hrnet_w18.ms_aug_in1k,69131,3,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",mit,1908.07919,21350220,<100M,2023-04-24T21:25:16.000Z,2025-01-21T18:14:03.000Z
timm/mobilenetv4_conv_small.e2400_r224_in1k,68459,11,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2404.10518,3799112,<100M,2024-06-16T17:48:56.000Z,2025-01-21T21:57:19.000Z
timm/test_resnet.r160_in1k,68284,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,,471768,<100M,2024-09-22T14:45:32.000Z,2025-01-21T21:58:18.000Z
docling-project/DocumentFigureClassifier-v2.5,67679,2,image-classification,Image Classification,,"onnx, safetensors",mit,2408.09869,4082870,<100M,2026-03-23T13:20:12.000Z,2026-04-01T07:41:07.000Z
timm/resnet34d.ra2_in1k,65835,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2110.00476,21834056,<100M,2023-04-05T18:07:30.000Z,2025-01-21T21:39:46.000Z
timm/vit_base_patch16_384.augreg_in21k_ft_in1k,65397,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2106.10270,86859496,<100M,2022-12-22T07:29:44.000Z,2025-01-21T19:14:54.000Z
timm/convnextv2_base.fcmae_ft_in22k_in1k,64595,3,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",cc-by-nc-4.0,2301.00808,88717800,<100M,2023-01-05T01:38:33.000Z,2025-01-21T21:15:32.000Z
timm/tf_mobilenetv3_small_minimal_100.in1k,64482,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,1905.02244,2056848,<100M,2022-12-16T05:39:34.000Z,2025-01-21T18:21:31.000Z
timm/tf_efficientnet_b3.ns_jft_in1k,61079,2,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,1905.11946,12320528,<100M,2022-12-13T00:02:55.000Z,2025-01-21T18:18:43.000Z
timm/resnest50d.in1k,61014,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2004.08955,27547816,<100M,2023-04-23T23:35:20.000Z,2025-01-21T18:05:35.000Z
timm/convnext_tiny.fb_in22k,60843,6,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,44615857,<100M,2022-12-13T07:14:47.000Z,2025-01-21T21:14:50.000Z
timm/vit_base_patch16_224.augreg_in21k,59557,11,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2106.10270,102595923,100M-1B,2022-12-22T07:25:23.000Z,2025-01-21T19:14:36.000Z
timm/levit_256.fb_dist_in1k,58593,2,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2104.01136,18967028,<100M,2023-02-03T21:13:37.000Z,2025-07-29T15:27:52.000Z
google/mobilenet_v2_1.0_224,58472,45,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",other,1801.04381,3540265,<100M,2022-11-10T16:04:32.000Z,2023-10-31T13:40:16.000Z
timm/eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,57668,9,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",mit,2303.11331,87117544,<100M,2023-03-31T04:17:36.000Z,2025-01-21T21:36:59.000Z
facebook/convnextv2-tiny-22k-384,56965,5,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",apache-2.0,2301.00808,28635496,<100M,2023-02-19T07:24:50.000Z,2025-02-17T18:43:21.000Z
microsoft/resnet-18,54412,79,image-classification,Image Classification,transformers,"pytorch, safetensors, transformers",apache-2.0,1512.03385,11699112,<100M,2022-03-16T15:40:26.000Z,2024-04-08T11:06:50.000Z
timm/maxvit_nano_rw_256.sw_in1k,54333,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2204.01697,15471948,<100M,2023-01-20T21:31:48.000Z,2025-01-21T19:19:04.000Z
timm/convnext_tiny.in12k,53860,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,2201.03545,36910477,<100M,2023-01-11T22:35:12.000Z,2025-01-21T21:16:21.000Z
timm/convnextv2_pico.fcmae_ft_in1k,52578,1,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",cc-by-nc-4.0,2301.00808,9066280,<100M,2023-01-05T01:56:09.000Z,2025-01-21T21:16:10.000Z
timm/regnetx_002.pycls_in1k,52070,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",mit,2003.13678,2705640,<100M,2023-03-21T06:30:59.000Z,2025-01-21T21:20:04.000Z
timm/mobilevit_s.cvnets_in1k,51625,6,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",other,2110.02178,5590888,<100M,2023-04-24T22:23:00.000Z,2025-01-21T18:14:29.000Z
timm/tf_efficientnet_b4.ns_jft_in1k,51201,0,image-classification,Image Classification,timm,"pytorch, safetensors, timm, transformers",apache-2.0,1905.11946,19466816,<100M,2022-12-13T00:03:44.000Z,2025-01-21T18:18:52.000Z
stable-diffusion-v1-5/stable-diffusion-v1-5,1675219,1202,text-to-image,Text to Image,diffusers,"diffusers, safetensors",creativeml-openrail-m,2207.12598,859520964,100M-1B,2024-08-30T09:48:48.000Z,2024-09-07T16:20:30.000Z
stabilityai/stable-diffusion-xl-base-1.0,1427581,7967,text-to-image,Text to Image,diffusers,"diffusers, onnx, safetensors",openrail++,2307.01952,2567463684,1B-5B,2023-07-25T13:25:51.000Z,2023-10-30T16:03:47.000Z
Tongyi-MAI/Z-Image-Turbo,1071391,5029,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,2511.22699,6154908736,5B-10B,2025-11-25T15:09:48.000Z,2026-01-30T16:58:07.000Z
stabilityai/sdxl-turbo,948285,2602,text-to-image,Text to Image,diffusers,"diffusers, onnx, safetensors",other,,2567463684,1B-5B,2023-11-27T15:19:11.000Z,2024-07-10T11:33:43.000Z
Lykon/dreamshaper-7,889241,63,text-to-image,Text to Image,diffusers,"diffusers, safetensors",creativeml-openrail-m,,859520964,100M-1B,2023-08-26T16:49:11.000Z,2023-12-07T10:13:17.000Z
black-forest-labs/FLUX.1-dev,595003,13741,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,11901408320,10B-20B,2024-07-31T21:13:44.000Z,2025-06-27T16:22:19.000Z
stabilityai/sd-turbo,517503,455,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,,865910724,100M-1B,2023-11-27T16:41:20.000Z,2024-07-10T11:38:51.000Z
SG161222/Realistic_Vision_V5.1_noVAE,510152,260,text-to-image,Text to Image,diffusers,"diffusers, safetensors",creativeml-openrail-m,,859520964,100M-1B,2023-07-31T05:20:51.000Z,2025-10-30T16:55:47.000Z
CompVis/stable-diffusion-v1-4,455526,7043,text-to-image,Text to Image,diffusers,"diffusers, safetensors",creativeml-openrail-m,2207.12598,859520964,100M-1B,2022-08-20T13:26:13.000Z,2023-08-23T21:15:42.000Z
Jonjew/GetphatFLUXRealityNSFW,437041,1,text-to-image,Text to Image,diffusers,diffusers,unknown,,,Unknown,2025-05-10T23:17:19.000Z,2025-05-11T01:17:41.000Z
lightx2v/Qwen-Image-Lightning,398401,811,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2025-08-09T14:57:18.000Z,2025-11-03T11:20:08.000Z
wikeeyang/Flux2-Klein-9B-True-V2,302530,173,text-to-image,Text to Image,diffusers,"diffusers, gguf",other,,,Unknown,2026-03-26T08:44:12.000Z,2026-07-13T11:28:53.000Z
optimum-intel-internal-testing/tiny-stable-diffusion-torch,276577,0,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2025-10-21T10:06:03.000Z,2025-10-21T10:06:04.000Z
optimum-intel-internal-testing/tiny-random-stable-diffusion-xl,248161,0,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2025-10-21T10:06:16.000Z,2025-10-21T10:06:19.000Z
nphSi/Z-Image-Lora,244714,130,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,,Unknown,2025-12-01T06:21:24.000Z,2026-07-22T09:44:27.000Z
black-forest-labs/FLUX.1-schnell,244667,5402,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,11891178560,10B-20B,2024-07-31T19:58:05.000Z,2024-08-16T14:37:56.000Z
cagliostrolab/animagine-xl-4.0,240584,465,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,,2567463684,1B-5B,2025-01-10T17:51:13.000Z,2025-02-13T16:16:46.000Z
playgroundai/playground-v2.5-1024px-aesthetic,229051,768,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,2206.00364,2567463684,1B-5B,2024-02-16T18:46:17.000Z,2024-03-15T00:00:20.000Z
Lykon/DreamShaper,223965,1014,text-to-image,Text to Image,diffusers,diffusers,other,,,Unknown,2023-01-12T09:14:06.000Z,2024-04-14T10:07:25.000Z
stabilityai/stable-diffusion-3.5-medium,223221,1016,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,2403.03206,2469663936,1B-5B,2024-10-29T10:27:32.000Z,2024-10-31T08:18:43.000Z
LyliaEngine/Pony_Diffusion_V6_XL,219642,135,text-to-image,Text to Image,diffusers,diffusers,cdla-permissive-2.0,,,Unknown,2024-05-25T09:04:55.000Z,2024-05-25T09:45:40.000Z
krea/Krea-2-Turbo,212478,684,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,12820073036,10B-20B,2026-06-18T04:50:10.000Z,2026-07-20T05:48:50.000Z
optimum-intel-internal-testing/stable-diffusion-3-tiny-random,208366,0,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,,302736,<100M,2025-10-21T10:06:30.000Z,2025-10-21T10:06:33.000Z
RunDiffusion/Juggernaut-XL-v9,203317,389,text-to-image,Text to Image,diffusers,diffusers,creativeml-openrail-m,,,Unknown,2024-02-18T21:05:03.000Z,2026-05-08T17:14:44.000Z
optimum-intel-internal-testing/tiny-random-flux,192824,0,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,,68484,<100M,2025-10-21T09:55:46.000Z,2025-10-21T09:55:49.000Z
SG161222/RealVisXL_V5.0,189189,186,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,,2567463684,1B-5B,2024-08-05T03:49:17.000Z,2024-10-08T16:34:25.000Z
h94/IP-Adapter-FaceID,179634,1868,text-to-image,Text to Image,diffusers,diffusers,,2308.06721,,Unknown,2023-12-20T03:15:30.000Z,2024-04-16T08:53:12.000Z
Qwen/Qwen-Image,177489,2550,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,2508.02324,20430401088,20B-50B,2025-08-02T04:58:07.000Z,2025-08-18T02:42:19.000Z
frankjoshua/novaAnimeXL_ilV140,168902,3,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,,2567463684,1B-5B,2025-12-13T02:33:18.000Z,2025-12-13T02:34:13.000Z
krea/Krea-2-Raw,164508,363,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,12820073036,10B-20B,2026-06-18T05:24:15.000Z,2026-07-20T05:48:52.000Z
stable-diffusion-v1-5/stable-diffusion-inpainting,164340,115,text-to-image,Text to Image,diffusers,diffusers,creativeml-openrail-m,2207.12598,,Unknown,2024-08-30T10:08:03.000Z,2024-09-06T18:58:07.000Z
stablediffusionapi/juggernaut-reborn,164128,3,text-to-image,Text to Image,diffusers,diffusers,creativeml-openrail-m,,,Unknown,2024-01-21T12:49:17.000Z,2024-01-21T12:51:20.000Z
optimum-intel-internal-testing/tiny-random-latent-consistency,159600,0,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,18592,<100M,2025-10-21T10:06:54.000Z,2025-10-21T10:06:56.000Z
martineux/dvine82-xl,159166,0,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,,2567463684,1B-5B,2026-02-04T00:16:34.000Z,2026-02-04T04:46:34.000Z
silveroxides/Chroma-GGUF,155465,243,text-to-image,Text to Image,,gguf,apache-2.0,,,Unknown,2025-02-24T13:07:36.000Z,2025-09-11T23:13:42.000Z
John6666/amanatsu-illustrious-v11-sdxl,153283,3,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2025-03-13T07:52:11.000Z,2025-03-13T07:59:48.000Z
stablediffusionapi/revanimated,148533,1,text-to-image,Text to Image,diffusers,diffusers,creativeml-openrail-m,,,Unknown,2023-05-10T14:34:08.000Z,2025-01-20T11:23:05.000Z
John6666/nova-furry-xl-il-v120-sdxl,146499,5,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2025-10-01T02:44:51.000Z,2025-10-01T02:46:03.000Z
John6666/one-obsession-17-red-sdxl,144735,3,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2025-09-18T13:18:30.000Z,2025-09-18T13:20:00.000Z
cagliostrolab/animagine-xl-3.1,137466,724,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,,2567463684,1B-5B,2024-03-13T09:40:48.000Z,2025-12-22T04:13:55.000Z
SimianLuo/LCM_Dreamshaper_v7,124363,415,text-to-image,Text to Image,diffusers,"diffusers, onnx, safetensors",mit,2310.04378,859602884,100M-1B,2023-10-14T08:26:52.000Z,2024-03-05T08:32:22.000Z
city96/FLUX.1-dev-gguf,124303,1385,text-to-image,Text to Image,gguf,gguf,other,,,Unknown,2024-08-15T02:27:07.000Z,2024-08-18T08:14:09.000Z
xinsir/controlnet-union-sdxl-1.0,121829,1797,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,1255958800,1B-5B,2024-07-07T07:41:40.000Z,2024-07-30T09:01:56.000Z
Lykon/dreamshaper-xl-lightning,99460,78,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,,2567463684,1B-5B,2024-02-21T20:51:01.000Z,2024-03-01T11:46:18.000Z
Lykon/dreamshaper-8,97452,117,text-to-image,Text to Image,diffusers,"diffusers, safetensors",creativeml-openrail-m,,859520964,100M-1B,2023-08-26T16:49:06.000Z,2023-12-07T10:14:28.000Z
optimum-intel-internal-testing/tiny-random-sana,96751,0,text-to-image,Text to Image,diffusers,"diffusers, safetensors",,,5844,<100M,2025-10-21T10:10:16.000Z,2025-10-21T10:10:19.000Z
diffusers/stable-diffusion-xl-1.0-inpainting-0.1,96245,378,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,2112.10752,2567478084,1B-5B,2023-09-01T14:07:10.000Z,2023-09-03T16:36:39.000Z
city96/FLUX.1-schnell-gguf,94514,343,text-to-image,Text to Image,gguf,gguf,apache-2.0,,,Unknown,2024-08-15T02:30:12.000Z,2024-08-18T08:13:37.000Z
Laxhar/noobai-XL-1.1,93375,145,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2024-11-21T13:43:47.000Z,2025-09-08T13:03:01.000Z
latent-consistency/lcm-lora-sdv1-5,89102,530,text-to-image,Text to Image,diffusers,diffusers,openrail++,2311.05556,,Unknown,2023-11-07T11:20:24.000Z,2023-11-16T16:01:30.000Z
SG161222/RealVisXL_V4.0,86822,291,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,,2567463684,1B-5B,2024-02-12T16:20:30.000Z,2024-10-08T16:34:46.000Z
segmind/small-sd,86616,36,text-to-image,Text to Image,diffusers,diffusers,creativeml-openrail-m,2305.15798,,Unknown,2023-07-27T07:52:25.000Z,2023-08-08T07:54:00.000Z
vantagewithai/Krea-2-Turbo-GGUF,86137,109,text-to-image,Text to Image,diffusers,"diffusers, gguf",other,,,Unknown,2026-06-23T06:37:36.000Z,2026-06-23T19:11:48.000Z
xinsir/controlnet-openpose-sdxl-1.0,85939,302,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,2302.05543,1251014160,1B-5B,2024-05-13T14:47:50.000Z,2024-07-09T15:42:09.000Z
ByteDance/SDXL-Lightning,84326,2175,text-to-image,Text to Image,diffusers,diffusers,openrail++,2402.13929,,Unknown,2024-02-20T20:03:33.000Z,2024-04-03T15:59:08.000Z
Manojb/stable-diffusion-2-1-base,82364,54,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail++,2112.10752,865910724,100M-1B,2025-06-13T20:34:50.000Z,2025-06-13T20:37:56.000Z
John6666/diving-illustrious-real-asian-v50-sdxl,80462,0,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,,2567463684,1B-5B,2025-09-19T23:33:09.000Z,2025-09-19T23:46:14.000Z
AlperKTS/Krea2_FP8,73882,97,text-to-image,Text to Image,diffusers,diffusers,other,,,Unknown,2026-06-22T23:50:01.000Z,2026-07-02T17:55:27.000Z
lightx2v/Qwen-Image-2512-Lightning,73186,223,text-to-image,Text to Image,diffusers,diffusers,apache-2.0,,,Unknown,2025-12-31T12:13:41.000Z,2026-01-15T10:37:26.000Z
GraydientPlatformAPI/picx-real,72752,0,text-to-image,Text to Image,diffusers,"diffusers, safetensors",openrail,,859520964,100M-1B,2024-01-06T13:10:02.000Z,2024-01-06T13:23:29.000Z
benjamin-paine/sd-xl-alternative-bases,71796,32,text-to-image,Text to Image,diffusers,diffusers,openrail++,,,Unknown,2023-10-18T23:30:11.000Z,2023-10-19T15:39:26.000Z
Tencent-Hunyuan/HunyuanDiT-v1.1-Diffusers-Distilled,70096,16,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,2405.08748,1516534048,1B-5B,2024-06-14T06:20:11.000Z,2024-06-14T09:16:20.000Z
lodestones/Chroma1-HD,69980,381,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,8899983424,5B-10B,2025-08-08T10:23:39.000Z,2025-10-23T09:07:42.000Z
baidu/ERNIE-Image,69059,664,text-to-image,Text to Image,diffusers,"diffusers, safetensors",apache-2.0,,8033490048,5B-10B,2026-04-07T07:26:56.000Z,2026-04-17T02:33:16.000Z
OnomaAIResearch/Illustrious-xl-early-release-v0,66432,428,text-to-image,Text to Image,diffusers,"diffusers, safetensors",other,2409.19946,2567463684,1B-5B,2024-09-20T14:56:38.000Z,2025-02-13T01:56:00.000Z
